label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
N,0.6978333592414856,0.4596538841724396,-2.8642023153224727e-07,0.6487944722175598,0.4199146628379822,-0.007868015207350254,0.6292122602462769,0.36440280079841614,-0.01514237467199564,0.6503127813339233,0.3178425133228302,-0.026217760518193245,0.6770433187484741,0.28233271837234497,-0.03611791133880615,0.6394324898719788,0.32167893648147583,0.006286210846155882,0.6264570951461792,0.2762087881565094,-0.02072763629257679,0.6248949766159058,0.30390113592147827,-0.039956580847501755,0.6257653832435608,0.3427475094795227,-0.04746956378221512,0.6680208444595337,0.3129335045814514,-0.0009097669972106814,0.6537247896194458,0.2622731328010559,-0.028968779370188713,0.6494001746177673,0.30117058753967285,-0.042797721922397614,0.6494205594062805,0.347441166639328,-0.043454647064208984,0.6991614699363708,0.31420445442199707,-0.011883717961609364,0.6871381998062134,0.28725579380989075,-0.03939361497759819,0.6786357164382935,0.3426715135574341,-0.0408010371029377,0.6730509400367737,0.38933277130126953,-0.03175542503595352,0.7300509214401245,0.32461225986480713,-0.02366175688803196,0.7168287634849548,0.304355263710022,-0.03848845884203911,0.7054924964904785,0.34243708848953247,-0.03300691768527031,0.6974998712539673,0.3761165738105774,-0.022979682311415672
N,0.6513150334358215,0.47465938329696655,-2.6904223204837763e-07,0.607442319393158,0.44155070185661316,-0.005885683000087738,0.5899547934532166,0.3927997648715973,-0.01221543550491333,0.6098631620407104,0.3494635224342346,-0.02224767580628395,0.6326300501823425,0.31556588411331177,-0.031403254717588425,0.5956028699874878,0.353687584400177,0.007511391770094633,0.5832518339157104,0.3141106367111206,-0.016686484217643738,0.5826593637466431,0.3409389555454254,-0.03454836457967758,0.585117518901825,0.37535369396209717,-0.04196398705244064,0.620831310749054,0.34577518701553345,7.371434185188264e-05,0.6073158979415894,0.2983366847038269,-0.02580869570374489,0.6034052968025208,0.33447545766830444,-0.03851897642016411,0.6038014888763428,0.37627676129341125,-0.03906458616256714,0.6486736536026001,0.34647342562675476,-0.010752522386610508,0.636751115322113,0.3223899304866791,-0.03550261631608009,0.6303811073303223,0.3738008737564087,-0.03600059822201729,0.6263291835784912,0.41530242562294006,-0.027307765558362007,0.6778121590614319,0.3549501597881317,-0.022257525473833084,0.663541853427887,0.3333891034126282,-0.03468015789985657,0.655650794506073,0.37101081013679504,-0.028058398514986038,0.6507741212844849,0.40371376276016235,-0.018100449815392494
N,0.5847699642181396,0.5081425905227661,-3.69531278465729e-07,0.5406619906425476,0.4702514111995697,-0.006601996719837189,0.5223181247711182,0.41530245542526245,-0.013023803010582924,0.538608968257904,0.3650362491607666,-0.0230572372674942,0.5592190623283386,0.3234648108482361,-0.03186384215950966,0.5288138389587402,0.3696564733982086,0.007344354875385761,0.5122286677360535,0.33242323994636536,-0.016459286212921143,0.5088273286819458,0.36504727602005005,-0.03348235413432121,0.510254442691803,0.40163278579711914,-0.040327783674001694,0.553980827331543,0.3608146011829376,-4.163701305515133e-05,0.532310426235199,0.3151993751525879,-0.024276314303278923,0.5262277126312256,0.3546719551086426,-0.035730380564928055,0.5267090201377869,0.3996976315975189,-0.03577910736203194,0.5824972987174988,0.3608851730823517,-0.01090643834322691,0.5611295104026794,0.3406966030597687,-0.0339362658560276,0.5567769408226013,0.3977389633655548,-0.03247988596558571,0.557712197303772,0.4424998462200165,-0.0230613574385643,0.6136533617973328,0.369613915681839,-0.02270716242492199,0.5888766050338745,0.3548884391784668,-0.03350510448217392,0.5815589427947998,0.39499926567077637,-0.025669854134321213,0.5816547870635986,0.426423043012619,-0.01528945378959179
N,0.5577098727226257,0.5498784780502319,-3.9973971865947533e-07,0.5122451782226562,0.5209537744522095,-0.00904787890613079,0.4855135679244995,0.46690645813941956,-0.017764968797564507,0.4940411448478699,0.41232919692993164,-0.030101198703050613,0.5112869739532471,0.3652467727661133,-0.04079637676477432,0.49044302105903625,0.4106050729751587,0.0006001082947477698,0.4689537286758423,0.3632301092147827,-0.029371466487646103,0.4654282033443451,0.39985865354537964,-0.04820406809449196,0.4701412320137024,0.4398640990257263,-0.054958030581474304,0.5173707604408264,0.4006514251232147,-0.0074188183061778545,0.49206283688545227,0.3448130786418915,-0.0381879024207592,0.4854694902896881,0.3910435736179352,-0.049261674284935,0.4901183545589447,0.4397575259208679,-0.047069747000932693,0.5474466681480408,0.4002654254436493,-0.019417358562350273,0.5215515494346619,0.3785163164138794,-0.047921497374773026,0.5175797343254089,0.441214919090271,-0.04528209939599037,0.5219966769218445,0.4870913624763489,-0.033508751541376114,0.5804439783096313,0.4070703983306885,-0.03244539722800255,0.551723062992096,0.38991090655326843,-0.04656635969877243,0.544974148273468,0.43329551815986633,-0.03809795528650284,0.5474787950515747,0.46576181054115295,-0.026364421471953392
N,0.5605863332748413,0.5698144435882568,-4.631351373518555e-07,0.5120701789855957,0.5346885323524475,-0.009385949932038784,0.4853654205799103,0.4719312787055969,-0.018033776432275772,0.49516451358795166,0.4129284620285034,-0.030545536428689957,0.5149422883987427,0.3618425130844116,-0.04103466868400574,0.490420401096344,0.4109228253364563,0.00401627691462636,0.46421629190444946,0.365487664937973,-0.02615535259246826,0.4614461660385132,0.4076269865036011,-0.04543257877230644,0.4673774838447571,0.44915521144866943,-0.052515607327222824,0.5194902420043945,0.40014544129371643,-0.004166802391409874,0.48912787437438965,0.34729039669036865,-0.035499077290296555,0.4827672839164734,0.397875040769577,-0.04770175740122795,0.48670369386672974,0.4489719569683075,-0.04607497155666351,0.5519654154777527,0.39901217818260193,-0.016680194064974785,0.522516667842865,0.38234519958496094,-0.04576742649078369,0.5187293887138367,0.4504888951778412,-0.04341474547982216,0.5222259163856506,0.49984943866729736,-0.03163156658411026,0.5879231095314026,0.4061014652252197,-0.030388526618480682,0.5554503798484802,0.39461269974708557,-0.044227518141269684,0.5484784245491028,0.44371098279953003,-0.03557315468788147,0.5505700707435608,0.4790419340133667,-0.02373771369457245
N,0.5625554919242859,0.5864012837409973,-4.831006208405597e-07,0.5123373866081238,0.550486147403717,-0.011680901981890202,0.4820657968521118,0.4938902258872986,-0.02256704494357109,0.48650115728378296,0.4336984157562256,-0.03717252239584923,0.5063272714614868,0.37964028120040894,-0.04919617250561714,0.4833861291408539,0.4237281382083893,0.002184985438361764,0.4532448351383209,0.37703603506088257,-0.030486823990941048,0.45336875319480896,0.42182645201683044,-0.05110401660203934,0.46081966161727905,0.46397310495376587,-0.05888933688402176,0.5146514177322388,0.41156005859375,-0.006232568994164467,0.4799519181251526,0.3580652177333832,-0.04022477567195892,0.4767535328865051,0.4118693768978119,-0.053036563098430634,0.4815921485424042,0.4636469781398773,-0.0515395924448967,0.5501185655593872,0.408839613199234,-0.01934390515089035,0.518322765827179,0.3909423351287842,-0.05153960362076759,0.5172665119171143,0.46275991201400757,-0.04843810200691223,0.5215387940406799,0.514374315738678,-0.035489168018102646,0.5894773006439209,0.41502177715301514,-0.033860500901937485,0.5553352236747742,0.40286508202552795,-0.04994366317987442,0.5488988161087036,0.455138623714447,-0.04089842364192009,0.5506110191345215,0.49343326687812805,-0.02835453301668167
N,0.5582866072654724,0.6214752197265625,-5.547253749682568e-07,0.5014926195144653,0.5802670121192932,-0.011316010728478432,0.4687942862510681,0.5136218667030334,-0.02185935340821743,0.477509081363678,0.44793370366096497,-0.036883533000946045,0.49999165534973145,0.3898268938064575,-0.04919176921248436,0.4744664430618286,0.4346849024295807,0.006544715259224176,0.4406667947769165,0.3923322558403015,-0.028688127174973488,0.4383975565433502,0.4432985782623291,-0.051359277218580246,0.4460340440273285,0.4901175796985626,-0.05974678695201874,0.5075417160987854,0.42174768447875977,-0.0030514774844050407,0.46713170409202576,0.37106311321258545,-0.0401897206902504,0.4621447026729584,0.4310632050037384,-0.05471855029463768,0.4687057435512543,0.48811328411102295,-0.052935291081666946,0.5452098846435547,0.419304758310318,-0.017911046743392944,0.50989830493927,0.41221150755882263,-0.05306346341967583,0.5081707239151001,0.4916185736656189,-0.05048004165291786,0.5137101411819458,0.5474962592124939,-0.03636874631047249,0.5864206552505493,0.42695438861846924,-0.0342535562813282,0.5490247011184692,0.42025792598724365,-0.05063546821475029,0.5426819324493408,0.4781028926372528,-0.040441300719976425,0.5462137460708618,0.5183271169662476,-0.026281937956809998
N,0.5760245323181152,0.6288792490959167,-5.422928666121152e-07,0.5129876732826233,0.585515558719635,-0.009679441340267658,0.4808519184589386,0.506446361541748,-0.01883547753095627,0.49684450030326843,0.43531402945518494,-0.033201273530721664,0.5199447870254517,0.37472671270370483,-0.04569099470973015,0.49003058671951294,0.4406646490097046,0.007630323991179466,0.45937296748161316,0.3884304463863373,-0.028903167694807053,0.45551595091819763,0.43508124351501465,-0.053102217614650726,0.46128609776496887,0.4853396713733673,-0.061880066990852356,0.5235446691513062,0.42665383219718933,-0.0026601427234709263,0.48767781257629395,0.36375388503074646,-0.04067538306117058,0.4808022677898407,0.42192506790161133,-0.05669976770877838,0.48572731018066406,0.484681099653244,-0.0553157739341259,0.5619460940361023,0.4228825569152832,-0.018124552443623543,0.5284161567687988,0.4009888172149658,-0.053140539675951004,0.5253462791442871,0.48253944516181946,-0.051583509892225266,0.52979975938797,0.5441482663154602,-0.03766016289591789,0.6048183441162109,0.42760157585144043,-0.034928735345602036,0.5678825974464417,0.4108564257621765,-0.051071647554636,0.5608154535293579,0.46840155124664307,-0.04075348377227783,0.5637003779411316,0.5116252303123474,-0.0262430589646101
N,0.5657944679260254,0.5650578737258911,-4.088657590273215e-07,0.5192481279373169,0.5314017534255981,-0.0060154106467962265,0.4926601052284241,0.4783422350883484,-0.013306246139109135,0.5031219124794006,0.4278391897678375,-0.024751601740717888,0.5225247144699097,0.385639488697052,-0.03475861996412277,0.496899276971817,0.4244828522205353,0.0047259703278541565,0.47613266110420227,0.38225874304771423,-0.022855045273900032,0.47596246004104614,0.41940945386886597,-0.0408136285841465,0.4831875264644623,0.45782938599586487,-0.04750129580497742,0.5249752402305603,0.4143942892551422,-0.004259114153683186,0.5008668899536133,0.3621508479118347,-0.03304705023765564,0.4965539574623108,0.4081779420375824,-0.04420023784041405,0.501840353012085,0.45611023902893066,-0.04243021830916405,0.5559013485908508,0.4132028818130493,-0.016912180930376053,0.5317813158035278,0.3971453309059143,-0.04358731955289841,0.5273435115814209,0.45829659700393677,-0.04189109802246094,0.5299190878868103,0.5024826526641846,-0.031191328540444374,0.5890133380889893,0.41942939162254333,-0.030338546261191368,0.5614902377128601,0.40699324011802673,-0.04244496673345566,0.5551506280899048,0.4503982961177826,-0.03400459885597229,0.5575055480003357,0.4815313220024109,-0.022795867174863815
N,0.6195060610771179,0.5436004400253296,-2.589114842521667e-07,0.5853228569030762,0.5247212052345276,-0.004108023829758167,0.5642887949943542,0.4902878403663635,-0.00881948135793209,0.5712276101112366,0.45425066351890564,-0.01624155044555664,0.5876120924949646,0.4275880455970764,-0.022640567272901535,0.5665300488471985,0.45765218138694763,0.0017049807356670499,0.549274742603302,0.4293448328971863,-0.016843970865011215,0.5527104735374451,0.4541643559932709,-0.028595423325896263,0.5599425435066223,0.47924521565437317,-0.032994240522384644,0.5857099294662476,0.4487595856189728,-0.004249223507940769,0.56691575050354,0.4144839644432068,-0.023814162239432335,0.5683935880661011,0.44558534026145935,-0.03067708946764469,0.5744574069976807,0.47674307227134705,-0.02920115366578102,0.6077251434326172,0.4455030858516693,-0.012604259885847569,0.592860221862793,0.4320330321788788,-0.030867353081703186,0.5928374528884888,0.4734565019607544,-0.029320312663912773,0.5948978662490845,0.5046660304069519,-0.021867863833904266,0.6314396858215332,0.44719603657722473,-0.02151353843510151,0.6153024435043335,0.4374869167804718,-0.030483240261673927,0.613084077835083,0.4674370586872101,-0.025158332660794258,0.6148656606674194,0.49045759439468384,-0.017797837033867836
N,0.6341095566749573,0.5229958295822144,-2.0058999439243053e-07,0.6029490828514099,0.5110473036766052,-0.0035563502460718155,0.5831496715545654,0.4824642539024353,-0.00730041554197669,0.5896987915039062,0.45038652420043945,-0.013295850716531277,0.6047763228416443,0.4277471601963043,-0.018511155620217323,0.584813117980957,0.45464593172073364,0.0024048241320997477,0.5708362460136414,0.4308353662490845,-0.012477699667215347,0.5747271776199341,0.45024868845939636,-0.022432750090956688,0.581665575504303,0.4712885618209839,-0.0263882577419281,0.6013128757476807,0.44645506143569946,-0.0024444235023111105,0.5867459177970886,0.41826996207237244,-0.018374228850007057,0.5887948274612427,0.44327810406684875,-0.02472156286239624,0.5942091345787048,0.46924322843551636,-0.024049073457717896,0.619815468788147,0.44298985600471497,-0.009313730522990227,0.6089350581169128,0.43151748180389404,-0.02452186495065689,0.6096314787864685,0.4662590026855469,-0.023884091526269913,0.6115094423294067,0.4931296408176422,-0.018041057512164116,0.6397019028663635,0.4437759220600128,-0.01659308187663555,0.6267969608306885,0.43425118923187256,-0.024180559441447258,0.625758171081543,0.45937198400497437,-0.019830308854579926,0.6272841095924377,0.47964319586753845,-0.013693766668438911
N,0.6433483362197876,0.524591863155365,-1.8665026857433986e-07,0.6133866310119629,0.5097957849502563,-0.0035385172814130783,0.5974605083465576,0.4794885516166687,-0.007133097387850285,0.6073076128959656,0.4495938718318939,-0.01288575865328312,0.6212078332901001,0.4280093014240265,-0.018100861459970474,0.599665641784668,0.45410847663879395,0.003338500624522567,0.5878342390060425,0.430893212556839,-0.011164950206875801,0.590682327747345,0.4489334225654602,-0.02156919613480568,0.5965394973754883,0.4701813757419586,-0.025902967900037766,0.6158663034439087,0.4467604160308838,-0.0012923130998387933,0.6039627194404602,0.4188515841960907,-0.01665949635207653,0.6049373745918274,0.44328343868255615,-0.02349897474050522,0.6089440584182739,0.4697142541408539,-0.023327458649873734,0.6342322826385498,0.4447433650493622,-0.007903359830379486,0.6251046061515808,0.4319458603858948,-0.023093948140740395,0.6244900822639465,0.46697214245796204,-0.0226923655718565,0.6249523758888245,0.4944201111793518,-0.017036916688084602,0.6537878513336182,0.44783803820610046,-0.014870868995785713,0.6420348882675171,0.4375516474246979,-0.023244453594088554,0.6399260759353638,0.4642229974269867,-0.01899798773229122,0.6401576399803162,0.48595333099365234,-0.012726716697216034
N,0.6510229706764221,0.5240660309791565,-1.8003422042056627e-07,0.62061607837677,0.5121044516563416,-0.004202780779451132,0.6035518646240234,0.4818599820137024,-0.007778936997056007,0.6128236651420593,0.45117971301078796,-0.013285934925079346,0.6267807483673096,0.42927688360214233,-0.018053343519568443,0.604985237121582,0.4571203887462616,0.0022470459807664156,0.5939102172851562,0.43257907032966614,-0.012403730303049088,0.5969597697257996,0.4509158730506897,-0.02226950414478779,0.6029171347618103,0.47198382019996643,-0.02614058181643486,0.6211689710617065,0.4490290880203247,-0.0019403597107157111,0.6099959015846252,0.42041510343551636,-0.01775583252310753,0.611179769039154,0.44526413083076477,-0.024037722498178482,0.6154542565345764,0.47095224261283875,-0.023252030834555626,0.6391727328300476,0.44613251090049744,-0.008206588216125965,0.6312617063522339,0.43375641107559204,-0.023617498576641083,0.6311357021331787,0.4687497317790985,-0.022942455485463142,0.63197922706604,0.49518901109695435,-0.016947058960795403,0.6581900119781494,0.44790858030319214,-0.014878576621413231,0.6474993824958801,0.4384280741214752,-0.023135818541049957,0.6464173793792725,0.46428659558296204,-0.018969422206282616,0.6474851965904236,0.484260618686676,-0.012761784717440605
